Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C21,,,A21831 ,R221    ,Matériel informatique scolaire,E,5293.62,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C21,,,A2118,R621    ,Autres terrains,E,3433.74,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C204,,,A20422,R72     ,PERSONNES DROIT PRIVE - Bâtiments et installations,E,15966.79,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C204,,,A20421,R93     ,PERSONNES DROIT PRIVE - Biens mobiliers. matériel et études,E,2679.4,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C204,,,A204142,R738    ,COMMUNES ET SI - Bâtiments et installations,E,30067.38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C204,,,A204142,R731    ,COMMUNES ET SI - Bâtiments et installations,E,27826,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C204,,,A204142,R21     ,COMMUNES ET SI - Bâtiments et installations,E,19761,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C20,,,A2031,R621    ,Frais d études,E,118.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C16,,,A166,R01     ,Refinancement de dette,E,15333333.38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,74182222.84,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,10000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,35416666.67,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C16,,,A16311,R01     ,Emprunts obligataires remboursables in fine,E,20000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1345,R621    ,Produits des amendes de radars automatiques,E,1085856,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1341,R0202   ,DGE,E,1764248,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,50811.29,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,30273.88,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A13278,R64     ,Subventions d équipement non transférables - Autres fonds européens,E,724108,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A13278,R61     ,Subventions d équipement non transférables - Autres fonds européens,E,151000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A13272,R93     ,Subventions d équipement non transférables - FEDER,E,24664.02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1326,R738    ,Subventions d équipement non transférables - Autres établissements publics locaux,E,72732.13,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1324,R821    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,6000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,834574.45,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,539278.75,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1324,R18     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,25983.27,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,419032.88,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,162750,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1322,R61     ,Subventions d équipement non transférables - Régions,E,19500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1321 ,R72     ,Subventions d équipement non transférables - Etat et établissements nationaux,E,859188,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,915293.15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,798804.52,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A1321 ,R18     ,Subventions d équipement non transférables - Etat et établissements nationaux,E,835804.32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,CA,14/04/2016,R,I,OR,C13,,,A13172,R738    ,Subventions d équipement transférables - FEDER,E,323822.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
