Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C204,,,A204183,R63     ,ORG PUBLICS DIVERS - Projets d infrastructures d intérêt national,E,50325.27,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C204,,,A204182 ,R72     ,ORG PUBLICS DIVERS - Bâtiments et installations,E,56000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C204,,,A204142,R738    ,COMMUNES ET SI - Bâtiments et installations,E,2144.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,82079903.23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,15000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,45000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C16,,,A16311,R01     ,Emprunts obligataires remboursables in fine,E,35000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1345,R621    ,Produits des amendes de radars automatiques,E,1076746,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1341,R0202   ,DGE,E,1201288,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1328,R738    ,Autres subventions d équipement non transférables,E,15500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,52051.05,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,169292.82,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1328,R61     ,Autres subventions d équipement non transférables,E,602878.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1328,R18     ,Autres subventions d équipement non transférables,E,230610.27,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1326,R738    ,Subventions d équipement non transférables - Autres établissements publics locaux,E,36000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1324,R821    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,23600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,725383.63,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,487701.85,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1324,R18     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,25655,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1322,R821    ,Subventions d équipement non transférables - Régions,E,124955.8,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,958635.1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,237018,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1322,R61     ,Subventions d équipement non transférables - Régions,E,19500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1321 ,R738    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,7255.97,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1321 ,R72     ,Subventions d équipement non transférables - Etat et établissements nationaux,E,1463312,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,848080.86,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,565720.51,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1311,R312    ,Subventions d équipement transférables - Etat et établissements nationaux,E,118899.87,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C13,,,A1311,R221    ,Subventions d équipement transférables - Etat et établissements nationaux,E,26250,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C10,,,A1068,R01     ,Excédents de fonctionnement capitalisés,E,44073578.7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2014,CA,30/04/2015,R,I,OR,C10,,,A10222,R01     ,F.C.T.V.A.,E,20618982.03,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2014,CA,30/04/2015,R,I,OI,C041,,,A2748,R01     ,Autres prêts,E,1181261.63,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2014,CA,30/04/2015,R,I,OI,C041,,,A231312,R01     ,Immobilisations corporelles en cours - bâtiments scolaires,E,263.25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
