Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C23,,,A231313,R52     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,85.56,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C23,,,A231312,R221    ,Immobilisations corporelles en cours - bâtiments scolaires,E,2569918.59,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C21,,,A2188,R0202   ,Autres,E,415.03,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C21,,,A216,R221    ,Collections et oeuvres d art,E,14164.71,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C204,,,A20418 ,R72     ,Subventions d équipement versées aux organismes publics divers,E,51136,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C204,,,A20415 ,R731    ,Subventions d équipement versées aux autres groupements de collectivités,E,727,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C204,,,A20414 ,R738    ,Subventions d équipement versées aux communes et structures intercommunales,E,2998.45,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C204,,,A20414 ,R731    ,Subventions d équipement versées aux communes et structures intercommunales,E,18111.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C204,,,A20414 ,R61     ,Subventions d équipement versées aux communes et structures intercommunales,E,56809.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C20,,,A2033 ,R023    ,Frais d insertion,E,633.68,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C16,,,A166,R01     ,Refinancement de dette,E,48078253.85,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C16,,,A165,R01     ,Dépots et cautionnements reçus,E,4955.78,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,182203873.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,70000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,22671746.15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1341,R0202   ,DGE,E,911818,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1335,R621    ,Produits des amendes de radars automatiques,E,507389,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1328,R738    ,Autres subventions d équipement non transférables,E,15244.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,723819.26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A13278,R94     ,Subventions d équipement non transférables - Autres fonds européens,E,12000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A13278,R738    ,Subventions d équipement non transférables - Autres fonds européens,E,119454.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A13278,R64     ,Subventions d équipement non transférables - Autres fonds européens,E,1155668.77,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A13278,R628    ,Subventions d équipement non transférables - Autres fonds européens,E,6842,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A13278,R621    ,Subventions d équipement non transférables - Autres fonds européens,E,2335683.96,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A13278,R312    ,Subventions d équipement non transférables - Autres fonds européens,E,2191,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1324,R80     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,174580.32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,481989.44,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1323,R94     ,Subventions d équipement non transférables - Départements,E,17658.38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1322,R80     ,Subventions d équipement non transférables - Régions,E,93716.85,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1322,R64     ,Subventions d équipement non transférables - Régions,E,536998,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,1523619.44,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,127540,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2010,CA,23/04/2011,R,I,OR,C13,,,A1321 ,R64     ,Subventions d équipement non transférables - Etat et établissements nationaux,E,36142.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
