Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C23,,,A231313,R50     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,1080,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C23,,,A231312,R221    ,Immobilisations corporelles en cours - bâtiments scolaires,E,878181.77,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C23,,,A2312,R738    ,Agencements et aménagements de terrains,E,19420.77,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C21,,,A21313,R50     ,Bâtiments sociaux et médico-sociaux,E,2375.41,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C21,,,A2118,R621    ,Autres terrains,E,1689,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C204,,,A20422,R72     ,PERSONNES DROIT PRIVE - Bâtiments et installations,E,1822.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C204,,,A20421,R91     ,PERSONNES DROIT PRIVE - Biens mobiliers. matériel et études,E,2566.1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C204,,,A204142,R738    ,COMMUNES ET SI - Bâtiments et installations,E,100.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C204,,,A204142,R61     ,COMMUNES ET SI - Bâtiments et installations,E,45384,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C204,,,A204142,R21     ,COMMUNES ET SI - Bâtiments et installations,E,8175,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C204,,,A204141,R21     ,COMMUNES ET SI - Biens mobiliers. matériel et études,E,2363.05,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C20,,,A2031,R221    ,Frais d études,E,3051.46,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,66977515.93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,5000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,37812974,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C16,,,A16311,R01     ,Emprunts obligataires remboursables in fine,E,20000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1345,R621    ,Produits des amendes de radars automatiques,E,1080386,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1341,R0202   ,DGE,E,1528236,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,208290,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,170515.55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1326,R738    ,Subventions d équipement non transférables - Autres établissements publics locaux,E,286405,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1324,R81     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,27200,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,387979.42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,121800,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1324,R221    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,150000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1324,R18     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,21870.72,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1323,R621    ,Subventions d équipement non transférables - Départements,E,147810,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1322,R738    ,Subventions d équipement non transférables - Régions,E,33734.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,515797.51,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,189091.48,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,413283.12,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2016,CA,07/04/2017,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,2237453.19,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
