Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C204,,,A20414 ,R61     ,Subventions d équipement versées aux communes et structures intercommunales,E,3600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C204,,,A20412 ,R68     ,Subventions d équipements versées aux régions,E,95265.86,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C20,,,A2031,R738    ,Frais d études,E,22660.08,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C20,,,A2031,R50     ,Frais d études,E,586.04,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C16,,,A1676,R01     ,Dettes envers locataires-acquéreurs,E,2961,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C16,,,A166,R01     ,Refinancement de dette,E,9496756.93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,175203931.05,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,64503243.07,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,15000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1345,R621    ,Produits des amendes de radars automatiques,E,2027064,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1341,R0202   ,DGE,E,824913,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,329488.89,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1324,R80     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,600121.3,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,859003.19,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1324,R221    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,1142160,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1322,R80     ,Subventions d équipement non transférables - Régions,E,374867.4,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1322,R738    ,Subventions d équipement non transférables - Régions,E,15244.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1322,R64     ,Subventions d équipement non transférables - Régions,E,364563.38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,54000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,1727913.19,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1321 ,R738    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,535305.18,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1321 ,R64     ,Subventions d équipement non transférables - Etat et établissements nationaux,E,262987,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,2194172.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A13172,R61     ,Subventions d équipement transférables - FEDER,E,4235.68,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2011,CA,26/03/2012,R,I,OR,C13,,,A1314,R221    ,Subventions d équipement transférables - Communes et structures intercommunales,E,153455.05,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
