Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C23,,,A231314,R315    ,Immobilisations corporelles en cours - bâtiments culturels et sportifs,E,1114.8,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C23,,,A231312,R221    ,Immobilisations corporelles en cours - bâtiments scolaires,E,78211.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C23,,,A231311,R0202   ,Immobilisations corporelles en cours - bâtiments administratifs,E,160.53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C21,,,A2118,R621    ,Autres terrains,E,83.72,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A20422,R94     ,PERSONNES DROIT PRIVE - Bâtiments et installations,E,7507.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A20422,R72     ,PERSONNES DROIT PRIVE - Bâtiments et installations,E,78073,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A20421,R928    ,PERSONNES DROIT PRIVE - Biens mobiliers. matériel et études,E,15303.32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A20421,R312    ,PERSONNES DROIT PRIVE - Biens mobiliers. matériel et études,E,3036.42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A204182 ,R72     ,ORG PUBLICS DIVERS - Bâtiments et installations,E,46500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A204142,R738    ,COMMUNES ET SI - Bâtiments et installations,E,6692.49,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A204142,R731    ,COMMUNES ET SI - Bâtiments et installations,E,35856.1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A204141,R738    ,COMMUNES ET SI - Biens mobiliers. matériel et études,E,2187.43,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A204141,R312    ,COMMUNES ET SI - Biens mobiliers. matériel et études,E,9150,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C204,,,A204141,R21     ,COMMUNES ET SI - Biens mobiliers. matériel et études,E,2475.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C20,,,A2033 ,R023    ,Frais d insertion,E,7806.37,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C20,,,A2031,R21     ,Frais d études,E,35000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,89876348.87,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,28569066.67,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,37000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C16,,,A1631 ,R01     ,Emprunts obligataires,E,40000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1345,R621    ,Produits des amendes de radars automatiques,E,1082221,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1341,R0202   ,DGE,E,857132,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,250884.45,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,135000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1324,R821    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,12000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,77054.53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,1059044.42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1322,R928    ,Subventions d équipement non transférables - Régions,E,33927,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1322,R64     ,Subventions d équipement non transférables - Régions,E,200057,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,740194.24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,4117.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1322,R61     ,Subventions d équipement non transférables - Régions,E,19500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2013,CA,11/04/2014,R,I,OR,C13,,,A1321 ,R928    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,151273.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
