Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20415 ,R731    ,Subventions d équipement versées aux autres groupements de collectivités,E,8000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R93     ,Subventions d équipement versées aux communes et structures intercommunales,E,94350,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R74     ,Subventions d équipement versées aux communes et structures intercommunales,E,1021.4,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R738    ,Subventions d équipement versées aux communes et structures intercommunales,E,3228,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R731    ,Subventions d équipement versées aux communes et structures intercommunales,E,11088.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R72     ,Subventions d équipement versées aux communes et structures intercommunales,E,6658.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R628    ,Subventions d équipement versées aux communes et structures intercommunales,E,24207,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C204,,,A20414 ,R61     ,Subventions d équipement versées aux communes et structures intercommunales,E,772.1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C20,,,A2031,R621    ,Frais d études,E,5898.9,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C20,,,A2031,R0202   ,Frais d études,E,1224.7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C16,,,A1676,R01     ,Dettes envers locataires-acquéreurs,E,56289,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C16,,,A16449,R01     ,Opérations afférentes à l option de tirage sur ligne de trésorerie,E,130345034.74,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C16,,,A16441,R01     ,Opérations afférentes à l emprunt,E,61500000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C16,,,A1641,R01     ,Emprunts en euros,E,74926960,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1341,R0202   ,DGE,E,1001038,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1335,R621    ,Produits des amendes de radars automatiques,E,507444,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1332,R221    ,DDEC transférable affectée à l équipement,E,5409872,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1328,R621    ,Autres subventions d équipement non transférables,E,761915.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A13272,R312    ,Subventions d équipement non transférables - FEDER,E,21279.91,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1326,R621    ,Subventions d équipement non transférables - Autres établissements publics locaux,E,760667.23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1324,R80     ,Subventions d équipement non transférables - Communes et structures intercommunales,E,24790,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,614591.3,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1324,R621    ,Subventions d équipement non transférables - Communes et structures intercommunales,E,2315517.96,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1323,R738    ,Subventions d équipement non transférables - Départements,E,7500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1322,R94     ,Subventions d équipement non transférables - Régions,E,8252.02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1322,R64     ,Subventions d équipement non transférables - Régions,E,1187551.22,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,82382.68,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1322,R621    ,Subventions d équipement non transférables - Régions,E,1602857.93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1321 ,R64     ,Subventions d équipement non transférables - Etat et établissements nationaux,E,215313.11,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,818383.68,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,CA,26/03/2010,R,I,OR,C13,,,A1321 ,R621    ,Subventions d équipement non transférables - Etat et établissements nationaux,E,2144110.23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
